fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Nov,18,MAHARASHTRA,1823,AKOLA,1332533,287.210317896176,32,1889,568.295546111,6068,2,19726,1471644,224626,35798,73946,10191,190.32159,4985.330546811,45848,66382,87893,201892,2392,291581,563372,25794,4226.7134107,529312,89,39.93,4.17,107.99,NA
2024-2025,Nov,18,MAHARASHTRA,1825,YAVATMAL,4721015,297.715283144371,37,625,3025.914991544,14830,7,36518,4740179,241858,38354,517488,73036,638.89252,17777.044842944,125282,184796,219655,492134,5740,681037,1391394,51348,14112.2373314,1924355,91,48.52,21.58,99.67,NA
2024-2025,Nov,18,MAHARASHTRA,1827,NAGPUR,1668118,278.175943256619,41,308,1912.044228948,4941,29,19010,1848850,237724,33863,237028,31408,293.75626,7348.856415848,44592,63905,105087,240174,3607,282882,544671,23951,5143.0559269,764772,83,63.1,1.07,102.4,NA
2024-2025,Nov,18,MAHARASHTRA,1829,CHANDRAPUR,4667720,247.857720751777,44,727,8109.48367983701,13504,9,26515,4706021,492139,63567,1037701,107398,541.02858,20314.748648537,104873,182321,174084,497963,8933,383600,918214,40019,11664.2363887,2408310,78,34.52,13.55,101.48,NA
2024-2025,Sep,18,MAHARASHTRA,1803,RAIGAD,82831,310.458525109286,19,53,70.904404965,751,175,18300,122843,3075,2914,28106,13902,6.73644,459.017410965,6371,9633,27781,64655,73,191705,345735,19051,381.376566,50060,69,32.62,3.59,106.47,NA
2024-2025,Sep,18,MAHARASHTRA,1805,SINDHUDURG,201432,298.535330540349,26,80,68.1500499,1595,24,17279,256595,6863,3730,550,304,61.02474,895.201521300009,9714,15559,37832,87038,211,129449,243550,18874,766.026731400009,101883,79,76.96,5.96,100.69,NA
2024-2025,Sep,18,MAHARASHTRA,1809,AHMEDNAGAR,955527,321.648800660324,30,100,789.102206109001,3438,56,40627,1307236,74277,32026,47529,24731,209.32788,5203.139001909,42783,70373,146723,423677,1740,768165,1901815,44065,4204.7089158,523013,91,68.84,0.12,104.08,NA
2024-2025,Sep,18,MAHARASHTRA,1810,PUNE,215543,319.024359301695,28,39,169.223808761,3593,379,21203,313330,15629,10023,35146,20365,76.68645,1245.509283761,11090,17312,53857,142499,349,377596,811411,24796,999.599025,110680,93,68.38,0.01,103.92,NA
2024-2025,Sep,18,MAHARASHTRA,1811,SATARA,341922,301.369536830074,34,94,107.912786008,1844,360,15806,572209,17791,10985,1037,860,37.9439,1870.320299008,16753,25063,65687,146993,953,405967,764968,17650,1724.463613,226268,88,69.13,0.3,102.9,NA
2024-2025,Sep,18,MAHARASHTRA,1814,KOLHAPUR,188363,295.927051601082,26,28,81.30511,725,256,11389,353636,37344,18161,576,295,29.22621,1157.0359082,13365,21467,45452,110070,284,357035,631988,12114,1046.5045882,140848,92,43.67,0.05,112.66,NA
2024-2025,Sep,18,MAHARASHTRA,1820,Dharashiv,984053,284.961583536239,40,150,275.11006371,1983,48,25347,1714675,102743,24679,6596,1147,73.83585,5235.11094621,42320,65474,76927,198130,3111,326485,706953,27330,4886.1650325,647743,81,56.2,0.11,108.96,NA
2024-2025,Sep,18,MAHARASHTRA,1806,NASHIK,1070096,297.806376492509,31,458,1234.537126157,9112,64,49372,1755015,25347,11073,679784,193730,263.02609,6724.109794557,56553,88066,175982,492807,1848,693844,1476692,58484,5226.5465784,616896,81,34.03,13.8,100.37,NA
2024-2025,Sep,18,MAHARASHTRA,1809,AHMEDNAGAR,955527,320.689718939216,30,100,789.102206109001,3541,55,40597,1316121,74641,32041,47891,24746,209.32788,5219.094821909,42975,70695,146823,423973,1753,768226,1902002,44138,4220.6647358,526846,91,68.27,0.12,104.09,NA
2024-2025,Sep,18,MAHARASHTRA,1812,SANGLI,204756,290.041744164123,28,33,224.9771716,2735,92,13631,392486,20163,7806,364,207,81.06691,1444.4173216,13688,19464,46097,98681,161,315115,552874,16366,1138.37324,135757,86,46.98,0.06,100.53,NA
2024-2025,Sep,18,MAHARASHTRA,1817,PARBHANI,1978956,326.99530847249,37,253,1239.320001005,1909,43,38846,2985793,102407,20749,20439,2872,212.18527,11214.908301705,79421,125421,142965,321609,4333,417174,805235,40755,9763.40303070001,1152342,90,59.7,0.1,107.63,NA
2024-2025,Sep,18,MAHARASHTRA,1820,Dharashiv,984053,280.627506316564,40,152,275.11006371,2078,48,25271,1741849,103794,24688,6757,1149,73.83585,5237.05332621,42525,65935,77054,198426,3217,326543,707065,27349,4888.1074125,657833,81,56.31,0.12,108.96,NA
2024-2025,Sep,18,MAHARASHTRA,1821,LATUR,2664414,301.206872720835,48,203,1517.546069588,3599,9,36047,3745067,322031,55500,36675,4168,161.74692,12959.692181588,77714,124167,130581,326895,8794,393448,834618,39646,11280.399192,1473285,88,62.51,0.02,100.67,NA
2024-2025,Sep,18,MAHARASHTRA,1824,AMRAVATI,3672801,290.836527902106,59,943,2721.371434699,6843,9,45820,5352015,494481,53391,1809131,137582,210.08085,18497.0668834989,90237,169566,188149,527388,16317,471191,1057987,52663,15565.6145987999,2250143,78,36.72,16.88,129.14,NA
2024-2025,Sep,18,MAHARASHTRA,1828,BHANDARA,3908517,181.42438449615,36,5264,399.350646618,6219,8,20136,4688874,555088,59289,321958,33214,276.09804,9182.209480918,127790,208268,187438,452039,4935,286524,629962,26355,8506.7607943,2948314,80,23.28,19.96,100.81,NA
2024-2025,Sep,18,MAHARASHTRA,1830,GADCHIROLI,2028325,278.615184825372,35,927,2202.017503992,7829,4,12875,2580149,231000,39103,953981,164972,343.27033,9733.974739112,73063,135776,132801,385420,3280,232858,597696,20704,7188.68690512,1253000,82,28.59,15.82,101.55,NA
2024-2025,Sep,18,MAHARASHTRA,1833,GONDIA,3694703,211.593955827547,36,320,1859.223031833,6291,16,37606,5457202,451135,52258,877681,90198,590.6445,13996.977121133,148013,231658,236042,609388,5316,352859,836987,43897,11547.1095893,3622444,80,22.6,15.04,101.66,NA
2024-2025,Sep,18,MAHARASHTRA,1806,NASHIK,1070096,298.093915380517,30,450,1216.100806157,8863,64,49505,1736125,24540,11038,674434,193614,251.43303,6642.816824557,56152,87461,175792,492331,1790,693534,1476098,58368,5175.2829884,610326,81,34.43,14.13,100.36,NA
2024-2025,Sep,18,MAHARASHTRA,1814,KOLHAPUR,188363,297.245011975517,26,28,76.28631,725,263,11348,349463,36609,18150,576,295,29.22621,1144.2738562,13250,21271,45375,110067,281,356859,631600,12073,1038.7613362,139102,92,43.82,0.05,112.22,NA
2024-2025,Sep,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6683822,306.757160320282,59,1337,1431.448055038,5077,22,84690,9203140,200393,28385,127810,12328,378.37667,30041.115649338,154403,276405,238827,634430,27664,686705,1460036,89767,28231.2909243,3849218,94,81.92,0.19,109.46,NA
2024-2025,Sep,18,MAHARASHTRA,1823,AKOLA,699844,294.335205159829,28,1743,113.360595779,2397,7,26279,1131898,171299,34936,58339,9970,155.76096,3600.695856279,40245,57403,85444,196377,1708,289277,559619,28676,3331.5743005,405593,91,38.78,5.49,108.39,NA
2024-2025,Sep,18,MAHARASHTRA,1828,BHANDARA,3908517,181.253445495702,36,5261,375.893646618,6197,8,20079,4678842,554376,59285,321508,33215,274.11643,9130.572410918,127734,208129,187427,452029,4903,286486,629930,26276,8480.5623343,2943641,80,23.38,20.12,100.81,NA
2024-2025,Sep,18,MAHARASHTRA,1835,PALGHAR,2501779,271.895979426964,35,708,602.280519414,7480,25,32560,2353080,8054,1714,2184168,330804,373.72895,7373.93938211401,66120,121677,123707,368680,3548,307947,724176,40040,6397.92991270001,1343745,82,18.24,19.53,101.68,NA
2024-2025,Aug,18,MAHARASHTRA,1802,THANE,202470,291.629128191882,29,30,55.2298602,2358,27,10533,278754,8573,3379,79573,31829,5.4996,873.6573202,9426,15765,28207,91519,291,137597,325792,12891,812.92786,116267,94,50.46,1.66,102.63,NA
2024-2025,Aug,18,MAHARASHTRA,1808,JALGAON,752245,302.486675562604,29,109,456.916557597,3299,81,39343,1324200,62814,30798,94158,35985,98.05263,4560.497745397,45350,67776,135054,332525,1806,667596,1261230,42642,4005.5285578,501167,92,55.11,1.16,102.42,NA
2024-2025,Aug,18,MAHARASHTRA,1809,AHMEDNAGAR,917771,324.54826441574,29,93,717.837328109001,3236,72,39909,1144773,65279,31841,43760,24593,115.71484,4548.893071109,39022,63897,145309,419650,1297,767381,1899618,43145,3715.340903,456059,91,68.51,0.12,104.62,NA
2024-2025,Aug,18,MAHARASHTRA,1810,PUNE,206577,325.803511396608,27,37,156.540238761,3325,401,21247,286752,14151,9979,31543,20241,76.10895,1166.897273761,10414,16152,53538,141804,298,377017,810283,24572,934.248085,100942,93,68.03,0.01,104.68,NA
2024-2025,Aug,18,MAHARASHTRA,1818,BEED,4493149,362.845900831052,36,469,1195.422417535,1092,82,72392,5395318,92264,15491,10212,1847,78.94088,20851.0534973349,149409,256203,257279,630192,8323,677563,1402550,73484,19576.6901997999,2208019,80,41.36,5.56,319.89,NA
2024-2025,Aug,18,MAHARASHTRA,1826,WARDHA,742403,302.453399169848,44,223,185.365086742,885,18,14262,1075948,72906,15086,71515,13149,99.78205,3539.388436042,23955,38265,53041,129813,2072,220688,407163,15147,3254.2412993,399652,89,79.54,0.19,104.57,NA
2024-2025,Aug,18,MAHARASHTRA,1830,GADCHIROLI,1932217,278.905888632441,35,919,2166.205553992,6615,4,13787,2535927,227193,39053,937277,164923,274.08596,9513.141248412,72436,134589,132671,385150,3175,232524,597257,20402,7072.84973442,1233832,81,32.92,16.8,101.59,NA
2024-2025,Aug,18,MAHARASHTRA,1835,PALGHAR,2355566,272.629642017009,35,695,581.805069414,7177,25,32590,2313406,7701,1702,2148532,330542,355.69929,7244.53485561401,65572,120675,123510,368369,3401,307228,723313,39767,6307.03049620001,1326334,82,17.7,20.26,101.93,NA
2024-2025,Aug,18,MAHARASHTRA,1804,RATNAGIRI,206834,300.366270519632,18,70,24.9989278,3274,58,25581,293073,9959,7568,3604,1154,52.85325,958.1446178,15893,22328,56143,126700,75,255497,473706,28855,880.29244,126728,96,53.81,0.26,103.43,NA
2024-2025,Aug,18,MAHARASHTRA,1807,DHULE,951485,299.653813896926,37,107,74.90916,2700,15,28669,1454667,50973,16178,239468,69698,124.96623,4558.840535,38703,61458,93000,259963,2738,440348,929499,31369,4358.965145,545290,89,71.13,0.23,103.64,NA
2024-2025,Aug,18,MAHARASHTRA,1813,SOLAPUR,496222,349.216410030018,31,105,378.186200911,1939,122,22095,841514,29904,14972,6645,2446,70.49548,3387.386661611,26527,42047,80587,185229,1129,554680,961367,24034,2938.7049807,289049,97,80.76,0,105.83,NA
2024-2025,Aug,18,MAHARASHTRA,1819,NANDED,2149009,301.245066813797,37,184,594.465665898,2505,83,50637,3441849,346274,76065,249343,38031,178.9969,11141.862885578,90683,143681,175721,467318,4824,656788,1486949,53142,10368.40031968,1450145,86,54.04,1.76,110.13,NA
2024-2025,Aug,18,MAHARASHTRA,1821,LATUR,2559545,300.618670385147,47,196,1462.659059588,3181,12,35223,3604698,303046,55279,35059,4138,151.44947,12450.503728588,75809,120997,129882,325216,8144,392234,832506,38404,10836.395199,1414895,88,63.54,0.02,100.6,NA
2024-2025,Aug,18,MAHARASHTRA,1822,BULDHANA,651794,300.27751384789,20,129,394.65507682,4471,19,29704,1077601,74960,32530,24943,7339,43.65852,3674.10708882,53123,75179,118629,287500,240,482492,1005623,34175,3235.793492,373383,93,39.68,0.94,99.88,NA
2024-2025,Aug,18,MAHARASHTRA,1827,NAGPUR,894111,281.808842293339,35,252,327.215911707,3007,37,21264,1338206,159947,32837,165467,30423,122.7724,4221.171147807,37334,53120,102242,234147,1919,280865,540826,24271,3771.1828361,553363,83,62,1.14,101.97,NA
2024-2025,Aug,18,MAHARASHTRA,1829,CHANDRAPUR,3049650,245.705141751081,40,675,370.138111019,6894,16,31501,3943462,409177,63261,850159,106198,350.75473,10410.181738019,96324,166772,171637,492887,6009,380804,914493,38395,9689.288897,2105132,79,29.99,18.81,102.04,NA
2024-2025,Aug,18,MAHARASHTRA,1832,WASHIM,1602891,299.027105901965,37,496,125.06903992,1792,2,26435,2013211,133516,19354,56253,6982,129.39513,6274.51075892,54225,85152,82394,195628,1965,278923,554820,28227,6020.046589,802762,91,64.7,24.95,99.75,NA
2024-2025,Aug,18,MAHARASHTRA,1834,HINGOLI,1375461,308.562170743212,36,85,222.718756,2405,14,23865,1598494,226636,44242,254272,42174,87.87605,5242.9425916,43635,70536,92981,237539,2157,259532,589455,26270,4932.3477856,635022,90,74.74,0.15,102.22,NA
2024-2025,Aug,18,MAHARASHTRA,1802,THANE,202470,292.1337633243,29,30,55.2298602,2310,27,10545,276750,8424,3367,79114,31781,5.4996,869.2096502,9357,15658,28171,91389,291,137421,325556,12855,808.48019,115485,94,50.64,1.67,102.65,NA
2024-2025,Aug,18,MAHARASHTRA,1805,SINDHUDURG,193630,298.081344460775,26,77,56.6357499,1315,27,17305,244321,6589,3723,538,304,25.98993,810.901001500009,9236,14785,37638,86631,199,129203,243195,18620,728.27532160001,97172,79,76.84,6.23,100.9,NA
2024-2025,Aug,18,MAHARASHTRA,1809,AHMEDNAGAR,917771,326.514511653326,29,92,717.837328109001,3224,72,39821,1130836,64343,31804,43611,24583,115.71484,4525.895811109,38676,63345,145169,419271,1231,767317,1899445,43045,3692.343643,449760,91,70.47,0.13,104.65,NA
2024-2025,Aug,18,MAHARASHTRA,1821,LATUR,2559545,300.368760776868,47,196,1462.659059588,3117,12,35266,3600304,302471,55270,35050,4138,151.44947,12428.297038588,75715,120859,129862,325171,8128,392201,832442,38383,10814.188509,1413177,88,63.57,0.02,100.6,NA
2024-2025,July,18,MAHARASHTRA,1803,RAIGAD,75607,311.182592975725,18,51,6.95153,612,205,17949,99569,2133,2878,19240,13424,6.73044,323.523366,5309,8123,27117,63309,59,190097,342873,18561,309.841396,40378,68,49.14,7.21,103.24,NA
2024-2025,July,18,MAHARASHTRA,1810,PUNE,197192,327.800243804001,25,33,30.7336304,3170,477,21079,242818,11827,9919,26087,20064,76.10895,902.8005764,9423,14552,53011,140514,231,376037,807993,24249,795.957996,85035,92,68.48,0.01,105.55,NA
2024-2025,July,18,MAHARASHTRA,1812,SANGLI,188847,296.253610143975,26,27,84.57356,1689,152,14079,278313,12962,7676,215,207,57.32999,966.41586,10584,14801,44919,96124,102,313539,549985,15768,824.51231,95797,86,53.19,0,100.6,NA
2024-2025,July,18,MAHARASHTRA,1816,JALNA,2204874,291.749279963448,36,268,114.2230466,673,51,50813,3057567,76749,19789,13573,3018,136.07148,9170.72423349999,83935,149677,159129,426161,4203,474150,1070039,51486,8920.42970689999,1244119,76,54.75,0.49,99.6,NA
2024-2025,July,18,MAHARASHTRA,1824,AMRAVATI,3301065,272.854933197224,54,898,95.19539,4241,11,44652,4561113,399279,52753,1642798,137305,202.73357,12743.1507891999,83417,158151,186246,522388,12316,469305,1054286,48893,12445.2218291999,1956219,78,37.07,21.72,126.29,NA
2024-2025,July,18,MAHARASHTRA,1829,CHANDRAPUR,2897976,241.485408634427,39,646,69.840815,4237,24,32581,3701230,383661,63160,795213,105698,348.69651,9356.467715,92968,160890,170726,491043,5261,380198,913759,36818,8937.93039,2001115,79,30.42,22.1,101.6,NA
2024-2025,July,18,MAHARASHTRA,1811,SATARA,315403,298.938055786826,31,75,59.73688,1458,469,15159,463622,14372,10880,825,851,32.05665,1477.736123,14625,21764,64593,144338,642,404243,761666,16617,1385.942593,182583,88,67.54,0.34,103.96,NA
2024-2025,July,18,MAHARASHTRA,1816,JALNA,2204874,295.208570344612,36,270,114.2230466,729,48,51074,3161692,79109,19832,13952,3022,136.07148,9583.88027849998,85559,152509,159760,427719,4396,474591,1070706,51803,9333.58575189998,1285570,76,54.77,0.47,100.24,NA
2024-2025,July,18,MAHARASHTRA,1819,NANDED,2054681,296.628730263558,37,171,135.8539712,738,111,51035,3225860,315429,75455,235665,37701,178.9969,9883.67842928,87122,138142,174477,464123,4100,655737,1484946,51773,9568.82755808,1358658,86,58.07,1.86,108.55,NA
2024-2025,July,18,MAHARASHTRA,1822,BULDHANA,624636,300.775693507985,19,124,328.29162388,3913,28,29229,968482,66513,32298,21399,7251,43.65852,3284.90859588,49221,69528,117059,283715,212,481477,1003568,33142,2912.958452,337407,93,40.11,1.03,99.87,NA
2024-2025,July,18,MAHARASHTRA,1823,AKOLA,641797,291.542522072894,26,1625,32.1342766,1945,8,25803,996018,148618,34577,51168,9894,65.96234,3001.9126141,38091,54219,84691,194628,1330,287789,557231,27748,2903.8159975,356410,91,39.35,6.32,108.6,NA
2024-2025,July,18,MAHARASHTRA,1829,CHANDRAPUR,2897976,242.845408689199,40,653,342.307631019,4826,22,32391,3764927,390205,63195,809406,105804,350.75473,9836.014721019,93830,162443,170937,491488,5462,380250,913752,37217,9142.95236,2029722,79,30.62,21.56,102.12,NA
2024-2025,July,18,MAHARASHTRA,1831,NANDURBAR,599764,295.165204744109,26,79,177.8786426,4240,23,42742,1054023,26622,10833,833190,281250,125.28307,3414.2708586,39797,57481,141425,340695,484,526371,1074251,46982,3111.109146,437819,78,48.46,2.02,102.29,NA
2024-2025,July,18,MAHARASHTRA,1835,PALGHAR,2174266,270.544942728385,34,689,523.070894364,6198,28,33246,2247623,7307,1693,2089630,330288,346.16486,6950.06611246401,64794,119279,123327,368014,3174,306097,721671,39444,6080.83035810001,1297594,82,19.01,22.71,101.68,NA
2024-2025,Aug,18,MAHARASHTRA,1804,RATNAGIRI,206834,298.206008708086,18,70,30.9619478,3389,49,25720,310516,10559,7577,3706,1155,80.28353,1037.2228478,16429,23123,56355,127174,88,255622,473993,29109,925.97737,134114,96,53.34,0.24,102.82,NA
2024-2025,Aug,18,MAHARASHTRA,1811,SATARA,328667,299.290128660399,33,90,96.341406008,1766,373,15694,555882,17435,10980,1015,861,32.05665,1792.098009008,16372,24495,65489,146523,913,405755,764502,17460,1663.699953,219534,88,68.84,0.31,102.67,NA
2024-2025,Aug,18,MAHARASHTRA,1813,SOLAPUR,496222,348.601627495822,32,110,383.185430911,2002,105,22330,899904,32156,15056,7124,2461,70.49548,3590.760900811,27944,44424,81276,186706,1231,555822,963599,24332,3137.0799899,310141,97,80.82,0,105.83,NA
2024-2025,Aug,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6423243,307.920519521583,59,1352,1431.448055038,4507,22,85055,9143316,198858,28368,127461,12333,375.78532,29961.379503738,153958,275600,238710,634281,27374,686438,1459615,89562,28154.1461287,3823613,95,82.33,0.2,109.48,NA
2024-2025,Aug,18,MAHARASHTRA,1819,NANDED,2149009,300.701909563276,38,187,628.322683898,2534,80,51385,3564835,362459,76384,256410,38165,179.3309,11527.180501678,92567,146703,176404,469161,5334,657339,1487984,53919,10719.52691778,1502270,86,52.04,1.68,109.85,NA
2024-2025,Aug,18,MAHARASHTRA,1822,BULDHANA,651794,299.528367480634,20,130,403.73365682,4951,13,29695,1132642,79707,32646,26186,7364,52.35556,3848.67330882,54905,77836,119318,289213,259,482884,1006497,34646,3392.584092,392155,93,39.22,0.89,99.62,NA
2024-2025,Aug,18,MAHARASHTRA,1835,PALGHAR,2355566,271.976322793834,35,707,594.477019414,7364,25,32606,2340497,8001,1716,2172742,330738,373.72895,7333.80364511401,65940,121394,123644,368633,3509,307760,723997,39970,6365.59767570001,1338233,82,17.99,19.78,101.66,NA
2024-2025,Aug,18,MAHARASHTRA,1806,NASHIK,1018719,297.92465773196,30,449,1186.323846157,8687,65,49506,1719661,24002,10999,668670,193450,251.43303,6561.051024557,55767,86850,175566,491782,1771,693221,1475588,58193,5123.2941484,604555,81,34.7,13.86,100.36,NA
2024-2025,Aug,18,MAHARASHTRA,1807,DHULE,951485,302.461596306599,37,109,87.06575,2750,16,29215,1516651,53977,16296,250144,70106,153.22701,4827.579585,40045,63701,93667,261901,2905,440713,930287,31965,4587.286825,569603,89,70.11,0.22,103.83,NA
2024-2025,Aug,18,MAHARASHTRA,1831,NANDURBAR,645886,293.896297221748,27,87,206.0626526,5838,16,42499,1240636,32855,10931,962055,283823,208.92923,4061.1751486,44383,64154,142978,344269,804,527640,1076336,48337,3646.183266,511339,79,47.3,1.79,102.38,NA
2024-2025,Aug,18,MAHARASHTRA,1834,HINGOLI,1375461,307.341469488715,36,87,237.953776,2532,14,24117,1638148,234176,44366,262606,42375,87.87605,5360.5379616,44516,71965,93251,238261,2303,259863,590081,26649,5034.7081356,651164,90,74.2,0.16,102.21,NA
2024-2025,July,18,MAHARASHTRA,1802,THANE,191772,282.623372941816,28,29,13.7641,1825,30,10779,253986,7390,3318,71878,31592,5.4996,737.0875,8887,14878,27922,90674,266,136214,324060,12604,717.8238,106037,94,51.95,1.85,99.99,NA
2024-2025,July,18,MAHARASHTRA,1805,SINDHUDURG,185820,295.307207779239,26,70,19.7599792,1190,37,17322,230254,6144,3725,503,301,25.98993,725.70656740001,8724,13977,37521,86392,190,128995,242846,18512,679.95665820001,91798,79,77.24,6.54,99.97,NA
2024-2025,July,18,MAHARASHTRA,1812,SANGLI,188847,293.893686721558,26,26,84.57356,1688,153,14044,272901,12647,7670,198,207,51.65999,938.27236,10461,14631,44849,95971,98,313515,549935,15732,802.03881,93889,86,53.14,0,100.32,NA
2024-2025,July,18,MAHARASHTRA,1813,SOLAPUR,476026,342.227812231061,29,101,12.91765,1578,175,21776,687888,23906,14750,5575,2412,69.83748,2436.899183,23311,36736,78844,181531,775,552250,956636,23354,2354.144053,235095,97,81.14,0,103.83,NA
2024-2025,July,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6161034,281.902494635609,54,1301,167.130961128,1759,23,85003,7975742,173155,28216,111996,12256,365.48482,23016.431444828,147692,264171,237133,631331,21395,684883,1457872,86762,22483.8156637,3339773,95,83.79,0.23,102.51,NA
2024-2025,July,18,MAHARASHTRA,1825,YAVATMAL,2596068,296.736802583559,35,506,69.02886547,4518,8,43345,3747388,175000,37398,400765,71632,129.4893,11318.39749707,105272,154166,210343,478309,3688,674318,1386584,47863,11119.8793316,1519660,91,52.02,25.77,99.37,NA
2024-2025,July,18,MAHARASHTRA,1828,BHANDARA,3583157,173.087310108261,35,5119,120.16488,3122,8,21235,4407880,530290,59182,300987,33135,118.3161,7867.9619048,124025,201271,186896,450940,4124,285820,628796,24357,7629.4809248,2814228,79,23.31,23.28,99.99,NA
2024-2025,July,18,MAHARASHTRA,1831,NANDURBAR,599764,293.308344808537,25,77,39.4164,3674,26,43011,988363,24141,10802,782348,280733,125.28307,3063.650626,38321,55355,141062,339883,410,526135,1073850,46685,2898.951156,410796,78,48.69,2.06,102.1,NA
2024-2025,Sep,18,MAHARASHTRA,1807,DHULE,993410,302.665690617258,38,109,87.06575,2751,16,29368,1531514,54619,16309,252132,70158,153.22701,4875.660185,40301,64166,93794,262295,2962,441232,931095,32119,4635.367425,575485,89,69.54,0.22,103.93,NA
2024-2025,Sep,18,MAHARASHTRA,1811,SATARA,341922,301.613767889825,34,93,96.341406008,1835,361,15809,570436,17756,10984,1037,860,37.2859,1854.140819008,16715,25012,65678,146956,943,405939,764892,17644,1720.513513,225641,88,69.11,0.3,102.9,NA
2024-2025,Sep,18,MAHARASHTRA,1814,KOLHAPUR,188363,295.948482690968,26,28,76.28631,725,263,11365,351695,36888,18143,576,295,29.22621,1146.3485362,13301,21367,45405,109993,284,356950,631727,12090,1040.8360162,140053,92,43.82,0.05,112.23,NA
2024-2025,Sep,18,MAHARASHTRA,1816,JALNA,2390538,295.942045941424,38,296,591.1998566,1227,32,52326,3559315,89324,19947,16159,3050,136.50148,11261.2109691,92792,165542,161605,432016,5401,478325,1076771,53553,10533.5096325,1445485,76,52.32,0.39,100.47,NA
2024-2025,Sep,18,MAHARASHTRA,1819,NANDED,2240721,300.393765521485,38,188,646.570431898,2594,72,51740,3621142,370738,76613,260560,38260,179.3309,11703.586140578,93418,148159,176764,470136,5525,657696,1488680,54334,10877.68480868,1526762,86,51.55,1.61,109.86,NA
2024-2025,Sep,18,MAHARASHTRA,1824,AMRAVATI,3672801,290.497493664225,59,938,2677.107744699,6615,9,45842,5318609,489035,53328,1805625,137646,209.65085,18337.1844374989,89832,168888,187981,527035,16180,471130,1057933,52457,15450.4258427999,2240278,78,36.58,17.04,129.35,NA
